,Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,AverageTemp,Temp_Deviation,Temp_vs_Avg,Weather_Impression,Is_Holiday
5822,2016-06-09,Thursday,1.0,19.5,16,0.0,1606092.0,Brötchen,346.89,0.0,18.9559793814433,0.5440206185567007,Slightly warmer,very good,0
5823,2016-06-09,Thursday,1.0,19.5,16,0.0,1606093.0,Croissant,114.02,0.0,18.9559793814433,0.5440206185567007,Slightly warmer,very good,0
5824,2016-06-09,Thursday,1.0,19.5,16,0.0,1606094.0,Konditorei,66.89,0.0,18.9559793814433,0.5440206185567007,Slightly warmer,very good,0
5825,2016-06-09,Thursday,1.0,19.5,16,0.0,1606095.0,Kuchen,250.0,0.0,18.9559793814433,0.5440206185567007,Slightly warmer,very good,0
13503,2016-06-09,Thursday,1.0,19.5,16,0.0,1606091.0,Saisonbrot,,0.0,18.9559793814433,0.5440206185567007,Slightly warmer,very good,0
5826,2016-06-10,Friday,3.0,18.12,13,0.0,1606101.0,Brot,138.78,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
5827,2016-06-10,Friday,3.0,18.12,13,0.0,1606102.0,Brötchen,382.46,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
5828,2016-06-10,Friday,3.0,18.12,13,0.0,1606103.0,Croissant,129.41,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
5829,2016-06-10,Friday,3.0,18.12,13,0.0,1606104.0,Konditorei,68.29,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
5830,2016-06-10,Friday,3.0,18.12,13,0.0,1606105.0,Kuchen,285.02,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
13504,2016-06-10,Friday,3.0,18.12,13,0.0,1606101.0,Saisonbrot,,0.0,18.9559793814433,-0.8359793814432983,Slightly colder,very good,0
5831,2016-06-11,Saturday,0.0,17.38,12,0.0,1606111.0,Brot,146.29,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
5832,2016-06-11,Saturday,0.0,17.38,12,0.0,1606112.0,Brötchen,411.58,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
5833,2016-06-11,Saturday,0.0,17.38,12,0.0,1606113.0,Croissant,228.44,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
5834,2016-06-11,Saturday,0.0,17.38,12,0.0,1606114.0,Konditorei,55.48,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
5835,2016-06-11,Saturday,0.0,17.38,12,0.0,1606115.0,Kuchen,293.05,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
13505,2016-06-11,Saturday,0.0,17.38,12,0.0,1606111.0,Saisonbrot,,0.0,18.9559793814433,-1.5759793814433003,Significantly colder,very good,0
5836,2016-06-12,Sunday,7.0,13.88,7,61.0,1606121.0,Brot,41.32,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
5837,2016-06-12,Sunday,7.0,13.88,7,61.0,1606122.0,Brötchen,493.71,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
5838,2016-06-12,Sunday,7.0,13.88,7,61.0,1606123.0,Croissant,207.79,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
5839,2016-06-12,Sunday,7.0,13.88,7,61.0,1606124.0,Konditorei,80.37,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
5840,2016-06-12,Sunday,7.0,13.88,7,61.0,1606125.0,Kuchen,314.21,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
13506,2016-06-12,Sunday,7.0,13.88,7,61.0,1606121.0,Saisonbrot,,0.0,18.9559793814433,-5.0759793814432985,Significantly colder,okay,0
5841,2016-06-13,Monday,7.0,15.25,11,63.0,1606131.0,Brot,157.03,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
5842,2016-06-13,Monday,7.0,15.25,11,63.0,1606132.0,Brötchen,321.71,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
5843,2016-06-13,Monday,7.0,15.25,11,63.0,1606133.0,Croissant,141.78,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
5844,2016-06-13,Monday,7.0,15.25,11,63.0,1606134.0,Konditorei,63.93,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
5845,2016-06-13,Monday,7.0,15.25,11,63.0,1606135.0,Kuchen,209.32,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
13507,2016-06-13,Monday,7.0,15.25,11,63.0,1606131.0,Saisonbrot,,0.0,18.446153846153845,-3.196153846153845,Significantly colder,okay,0
5846,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606141.0,Brot,119.97,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
5847,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606142.0,Brötchen,306.11,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
5848,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606143.0,Croissant,100.91,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
5849,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606144.0,Konditorei,93.29,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
5850,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606145.0,Kuchen,213.19,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
13508,2016-06-14,Tuesday,7.0,16.5,8,61.0,1606141.0,Saisonbrot,,0.0,18.446153846153845,-1.9461538461538448,Significantly colder,okay,0
5851,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606151.0,Brot,98.6,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
5852,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606152.0,Brötchen,279.04,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
5853,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606153.0,Croissant,110.98,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
5854,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606154.0,Konditorei,54.6,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
5855,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606155.0,Kuchen,234.73,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
13509,2016-06-15,Wednesday,6.0,18.25,8,95.0,1606151.0,Saisonbrot,,0.0,18.446153846153845,-0.1961538461538445,Normal,very bad,0
5856,2016-06-16,Thursday,6.0,18.25,7,63.0,1606161.0,Brot,132.23,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
5857,2016-06-16,Thursday,6.0,18.25,7,63.0,1606162.0,Brötchen,305.68,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
5858,2016-06-16,Thursday,6.0,18.25,7,63.0,1606163.0,Croissant,86.63,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
5859,2016-06-16,Thursday,6.0,18.25,7,63.0,1606164.0,Konditorei,69.77,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
5860,2016-06-16,Thursday,6.0,18.25,7,63.0,1606165.0,Kuchen,253.82,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
13510,2016-06-16,Thursday,6.0,18.25,7,63.0,1606161.0,Saisonbrot,,0.0,18.446153846153845,-0.1961538461538445,Normal,okay,0
5861,2016-06-17,Friday,6.0,18.12,10,21.0,1606171.0,Brot,96.49,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
5862,2016-06-17,Friday,6.0,18.12,10,21.0,1606172.0,Brötchen,349.83,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
5863,2016-06-17,Friday,6.0,18.12,10,21.0,1606173.0,Croissant,111.58,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
5864,2016-06-17,Friday,6.0,18.12,10,21.0,1606174.0,Konditorei,76.75,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
5865,2016-06-17,Friday,6.0,18.12,10,21.0,1606175.0,Kuchen,251.68,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
13511,2016-06-17,Friday,6.0,18.12,10,21.0,1606171.0,Saisonbrot,,0.0,18.446153846153845,-0.3261538461538436,Normal,okay,0
5866,2016-06-18,Saturday,6.0,18.0,12,21.0,1606181.0,Brot,178.05,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
5867,2016-06-18,Saturday,6.0,18.0,12,21.0,1606182.0,Brötchen,455.12,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
5868,2016-06-18,Saturday,6.0,18.0,12,21.0,1606183.0,Croissant,211.0,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
5869,2016-06-18,Saturday,6.0,18.0,12,21.0,1606184.0,Konditorei,74.1,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
5870,2016-06-18,Saturday,6.0,18.0,12,21.0,1606185.0,Kuchen,297.2,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
13512,2016-06-18,Saturday,6.0,18.0,12,21.0,1606181.0,Saisonbrot,,1.0,18.446153846153845,-0.4461538461538445,Normal,okay,0
5871,2016-06-19,Sunday,7.0,16.0,14,0.0,1606191.0,Brot,47.3,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
5872,2016-06-19,Sunday,7.0,16.0,14,0.0,1606192.0,Brötchen,515.51,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
5873,2016-06-19,Sunday,7.0,16.0,14,0.0,1606193.0,Croissant,221.47,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
5874,2016-06-19,Sunday,7.0,16.0,14,0.0,1606194.0,Konditorei,157.88,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
5875,2016-06-19,Sunday,7.0,16.0,14,0.0,1606195.0,Kuchen,258.68,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
13513,2016-06-19,Sunday,7.0,16.0,14,0.0,1606191.0,Saisonbrot,,1.0,18.446153846153845,-2.446153846153845,Significantly colder,very good,0
5876,2016-06-20,Monday,4.0,20.88,10,61.0,1606201.0,Brot,154.23,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
5877,2016-06-20,Monday,4.0,20.88,10,61.0,1606202.0,Brötchen,414.13,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
5878,2016-06-20,Monday,4.0,20.88,10,61.0,1606203.0,Croissant,160.37,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
5879,2016-06-20,Monday,4.0,20.88,10,61.0,1606204.0,Konditorei,80.43,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
5880,2016-06-20,Monday,4.0,20.88,10,61.0,1606205.0,Kuchen,261.93,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
13514,2016-06-20,Monday,4.0,20.88,10,61.0,1606201.0,Saisonbrot,,1.0,18.22834196891192,2.651658031088082,Significantly warmer,okay,0
5881,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606211.0,Brot,122.72,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
5882,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606212.0,Brötchen,390.82,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
5883,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606213.0,Croissant,147.99,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
5884,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606214.0,Konditorei,75.19,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
5885,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606215.0,Kuchen,250.95,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
13515,2016-06-21,Tuesday,4.0,19.88,9,0.0,1606211.0,Saisonbrot,,1.0,18.22834196891192,1.6516580310880826,Significantly warmer,very good,0
5886,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606221.0,Brot,98.89,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
5887,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606222.0,Brötchen,437.63,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
5888,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606223.0,Croissant,132.95,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
5889,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606224.0,Konditorei,46.45,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
5890,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606225.0,Kuchen,245.2,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
13516,2016-06-22,Wednesday,5.0,22.12,9,61.0,1606221.0,Saisonbrot,,1.0,18.22834196891192,3.8916580310880846,Significantly warmer,okay,0
5891,2016-06-23,Thursday,5.0,27.88,8,0.0,1606231.0,Brot,159.23,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
5892,2016-06-23,Thursday,5.0,27.88,8,0.0,1606232.0,Brötchen,444.86,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
5893,2016-06-23,Thursday,5.0,27.88,8,0.0,1606233.0,Croissant,161.58,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
5894,2016-06-23,Thursday,5.0,27.88,8,0.0,1606234.0,Konditorei,77.56,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
5895,2016-06-23,Thursday,5.0,27.88,8,0.0,1606235.0,Kuchen,231.26,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
13517,2016-06-23,Thursday,5.0,27.88,8,0.0,1606231.0,Saisonbrot,,1.0,18.22834196891192,9.651658031088084,Significantly warmer,very good,0
5896,2016-06-24,Friday,5.0,24.12,9,0.0,1606241.0,Brot,146.03,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
5897,2016-06-24,Friday,5.0,24.12,9,0.0,1606242.0,Brötchen,504.79,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
5898,2016-06-24,Friday,5.0,24.12,9,0.0,1606243.0,Croissant,161.27,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
13518,2016-06-24,Friday,5.0,24.12,9,0.0,1606241.0,Konditorei,,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
5899,2016-06-24,Friday,5.0,24.12,9,0.0,1606245.0,Kuchen,241.76,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
13519,2016-06-24,Friday,5.0,24.12,9,0.0,1606241.0,Saisonbrot,,1.0,18.22834196891192,5.891658031088085,Significantly warmer,very good,0
5900,2016-06-25,Saturday,7.0,18.25,14,95.0,1606251.0,Brot,160.68,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
5901,2016-06-25,Saturday,7.0,18.25,14,95.0,1606252.0,Brötchen,770.94,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
5902,2016-06-25,Saturday,7.0,18.25,14,95.0,1606253.0,Croissant,330.48,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
5903,2016-06-25,Saturday,7.0,18.25,14,95.0,1606254.0,Konditorei,80.14,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
5904,2016-06-25,Saturday,7.0,18.25,14,95.0,1606255.0,Kuchen,402.98,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
13520,2016-06-25,Saturday,7.0,18.25,14,95.0,1606251.0,Saisonbrot,,1.0,18.22834196891192,0.0216580310880836,Normal,very bad,0
5905,2016-06-26,Sunday,5.0,19.25,11,0.0,1606261.0,Brot,70.97,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
5906,2016-06-26,Sunday,5.0,19.25,11,0.0,1606262.0,Brötchen,673.06,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
5907,2016-06-26,Sunday,5.0,19.25,11,0.0,1606263.0,Croissant,240.67,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
5908,2016-06-26,Sunday,5.0,19.25,11,0.0,1606264.0,Konditorei,104.0,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
5909,2016-06-26,Sunday,5.0,19.25,11,0.0,1606265.0,Kuchen,265.46,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
13521,2016-06-26,Sunday,5.0,19.25,11,0.0,1606261.0,Saisonbrot,,1.0,18.22834196891192,1.0216580310880836,Slightly warmer,very good,0
5910,2016-06-27,Monday,7.0,19.38,10,61.0,1606271.0,Brot,163.75,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
5911,2016-06-27,Monday,7.0,19.38,10,61.0,1606272.0,Brötchen,457.73,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
5912,2016-06-27,Monday,7.0,19.38,10,61.0,1606273.0,Croissant,145.14,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
5913,2016-06-27,Monday,7.0,19.38,10,61.0,1606274.0,Konditorei,107.19,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
5914,2016-06-27,Monday,7.0,19.38,10,61.0,1606275.0,Kuchen,298.56,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
13522,2016-06-27,Monday,7.0,19.38,10,61.0,1606271.0,Saisonbrot,,0.0,18.14081632653061,1.2391836734693875,Slightly warmer,okay,0
5915,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606281.0,Brot,120.49,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
5916,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606282.0,Brötchen,402.68,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
5917,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606283.0,Croissant,161.87,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
5918,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606284.0,Konditorei,73.46,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
5919,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606285.0,Kuchen,252.93,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
13523,2016-06-28,Tuesday,4.0,18.38,11,21.0,1606281.0,Saisonbrot,,0.0,18.14081632653061,0.2391836734693875,Normal,okay,0
5920,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606291.0,Brot,115.23,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
5921,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606292.0,Brötchen,370.99,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
5922,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606293.0,Croissant,138.09,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
5923,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606294.0,Konditorei,66.86,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
5924,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606295.0,Kuchen,243.97,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
13524,2016-06-29,Wednesday,5.0,18.75,9,21.0,1606291.0,Saisonbrot,,0.0,18.14081632653061,0.6091836734693885,Slightly warmer,okay,0
5925,2016-06-30,Thursday,7.0,18.25,9,61.0,1606301.0,Brot,165.85,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
5926,2016-06-30,Thursday,7.0,18.25,9,61.0,1606302.0,Brötchen,402.02,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
5927,2016-06-30,Thursday,7.0,18.25,9,61.0,1606303.0,Croissant,136.64,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
5928,2016-06-30,Thursday,7.0,18.25,9,61.0,1606304.0,Konditorei,92.17,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
5929,2016-06-30,Thursday,7.0,18.25,9,61.0,1606305.0,Kuchen,311.54,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
13525,2016-06-30,Thursday,7.0,18.25,9,61.0,1606301.0,Saisonbrot,,0.0,18.14081632653061,0.1091836734693885,Normal,okay,0
5930,2016-07-01,Friday,8.0,19.25,7,63.0,1607011.0,Brot,114.43,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
5931,2016-07-01,Friday,8.0,19.25,7,63.0,1607012.0,Brötchen,359.96,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
5932,2016-07-01,Friday,8.0,19.25,7,63.0,1607013.0,Croissant,148.85,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
5933,2016-07-01,Friday,8.0,19.25,7,63.0,1607014.0,Konditorei,62.79,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
5934,2016-07-01,Friday,8.0,19.25,7,63.0,1607015.0,Kuchen,232.63,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
13526,2016-07-01,Friday,8.0,19.25,7,63.0,1607011.0,Saisonbrot,,0.0,18.14081632653061,1.1091836734693885,Slightly warmer,okay,0
5935,2016-07-02,Saturday,7.0,15.62,12,61.0,1607021.0,Brot,151.53,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
5936,2016-07-02,Saturday,7.0,15.62,12,61.0,1607022.0,Brötchen,458.05,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
5937,2016-07-02,Saturday,7.0,15.62,12,61.0,1607023.0,Croissant,235.68,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
5938,2016-07-02,Saturday,7.0,15.62,12,61.0,1607024.0,Konditorei,88.27,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
5939,2016-07-02,Saturday,7.0,15.62,12,61.0,1607025.0,Kuchen,321.44,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
13527,2016-07-02,Saturday,7.0,15.62,12,61.0,1607021.0,Saisonbrot,,0.0,18.14081632653061,-2.5208163265306123,Significantly colder,okay,0
5940,2016-07-03,Sunday,4.0,17.12,12,61.0,1607031.0,Brot,69.22,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
5941,2016-07-03,Sunday,4.0,17.12,12,61.0,1607032.0,Brötchen,549.8,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
5942,2016-07-03,Sunday,4.0,17.12,12,61.0,1607033.0,Croissant,198.58,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
5943,2016-07-03,Sunday,4.0,17.12,12,61.0,1607034.0,Konditorei,95.25,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
5944,2016-07-03,Sunday,4.0,17.12,12,61.0,1607035.0,Kuchen,318.0,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
13528,2016-07-03,Sunday,4.0,17.12,12,61.0,1607031.0,Saisonbrot,,0.0,18.14081632653061,-1.0208163265306105,Slightly colder,okay,0
5945,2016-07-04,Monday,6.0,17.25,10,61.0,1607041.0,Brot,162.31,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
5946,2016-07-04,Monday,6.0,17.25,10,61.0,1607042.0,Brötchen,366.05,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
5947,2016-07-04,Monday,6.0,17.25,10,61.0,1607043.0,Croissant,101.5,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
5948,2016-07-04,Monday,6.0,17.25,10,61.0,1607044.0,Konditorei,101.91,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
5949,2016-07-04,Monday,6.0,17.25,10,61.0,1607045.0,Kuchen,240.33,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
13529,2016-07-04,Monday,6.0,17.25,10,61.0,1607041.0,Saisonbrot,,0.0,20.525277777777777,-3.2752777777777773,Significantly colder,okay,0
5950,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607051.0,Brot,99.54,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
5951,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607052.0,Brötchen,390.29,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
5952,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607053.0,Croissant,139.6,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
5953,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607054.0,Konditorei,86.05,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
5954,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607055.0,Kuchen,259.85,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
13530,2016-07-05,Tuesday,7.0,17.12,10,95.0,1607051.0,Saisonbrot,,0.0,20.525277777777777,-3.4052777777777763,Significantly colder,very bad,0
5955,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607061.0,Brot,108.94,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
5956,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607062.0,Brötchen,423.12,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
5957,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607063.0,Croissant,164.35,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
5958,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607064.0,Konditorei,79.38,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
5959,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607065.0,Kuchen,319.44,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
13531,2016-07-06,Wednesday,5.0,16.5,22,21.0,1607061.0,Saisonbrot,,0.0,20.525277777777777,-4.025277777777777,Significantly colder,okay,0
13532,2016-07-07,Thursday,6.0,18.25,11,21.0,,Brot,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
13533,2016-07-07,Thursday,6.0,18.25,11,21.0,,Brötchen,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
13534,2016-07-07,Thursday,6.0,18.25,11,21.0,,Croissant,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
13535,2016-07-07,Thursday,6.0,18.25,11,21.0,,Konditorei,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
13536,2016-07-07,Thursday,6.0,18.25,11,21.0,,Kuchen,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
13537,2016-07-07,Thursday,6.0,18.25,11,21.0,,Saisonbrot,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
5960,2016-07-07,Thursday,6.0,18.25,11,21.0,,,,0.0,20.525277777777777,-2.2752777777777773,Significantly colder,okay,0
5961,2016-07-08,Friday,6.0,19.12,8,63.0,1607081.0,Brot,127.25,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
5962,2016-07-08,Friday,6.0,19.12,8,63.0,1607082.0,Brötchen,406.84,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
5963,2016-07-08,Friday,6.0,19.12,8,63.0,1607083.0,Croissant,157.88,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
5964,2016-07-08,Friday,6.0,19.12,8,63.0,1607084.0,Konditorei,58.19,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
5965,2016-07-08,Friday,6.0,19.12,8,63.0,1607085.0,Kuchen,267.53,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
13538,2016-07-08,Friday,6.0,19.12,8,63.0,1607081.0,Saisonbrot,,0.0,20.525277777777777,-1.4052777777777763,Slightly colder,okay,0
