Datum,Weekday,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche,Weather_Category,Weather_Category_Wind_Adjusted,Wind_Downgrade_Count
2015-12-27,Sunday,7.0,10.88,15,61.0,1512272.0,Brötchen,426.71,,Rain,Rain,0
2015-12-27,Sunday,7.0,10.88,15,61.0,1512273.0,Croissant,139.18,,Rain,Rain,0
2015-12-27,Sunday,7.0,10.88,15,61.0,1512274.0,Konditorei,150.62,,Rain,Rain,0
2015-12-27,Sunday,7.0,10.88,15,61.0,1512275.0,Kuchen,205.3,,Rain,Rain,0
2015-12-27,Sunday,7.0,10.88,15,61.0,1512276.0,Saisonbrot,25.29,,Rain,Rain,0
2015-12-28,Monday,8.0,4.75,11,,1512281.0,Brot,127.39,,Unknown,Unknown,0
2015-12-28,Monday,8.0,4.75,11,,1512282.0,Brötchen,380.8,,Unknown,Unknown,0
2015-12-28,Monday,8.0,4.75,11,,1512283.0,Croissant,165.71,,Unknown,Unknown,0
2015-12-28,Monday,8.0,4.75,11,,1512284.0,Konditorei,66.17,,Unknown,Unknown,0
2015-12-28,Monday,8.0,4.75,11,,1512285.0,Kuchen,249.83,,Unknown,Unknown,0
2015-12-28,Monday,8.0,4.75,11,,1512286.0,Saisonbrot,38.74,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512291.0,Brot,125.99,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512292.0,Brötchen,410.81,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512293.0,Croissant,162.95,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512294.0,Konditorei,113.8,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512295.0,Kuchen,220.26,,Unknown,Unknown,0
2015-12-29,Tuesday,7.0,5.12,11,,1512296.0,Saisonbrot,50.76,,Unknown,Unknown,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512301.0,Brot,143.7,,Very Good,Very Good,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512302.0,Brötchen,534.8,,Very Good,Very Good,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512303.0,Croissant,198.53,,Very Good,Very Good,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512304.0,Konditorei,66.91,,Very Good,Very Good,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512305.0,Kuchen,364.26,,Very Good,Very Good,0
2015-12-30,Wednesday,8.0,5.25,9,0.0,1512306.0,Saisonbrot,76.89,,Very Good,Very Good,0
2015-12-31,Thursday,7.0,2.0,10,61.0,1512311.0,Brot,249.04,,Rain,Rain,0
2015-12-31,Thursday,7.0,2.0,10,61.0,1512312.0,Brötchen,643.67,,Rain,Rain,0
2015-12-31,Thursday,7.0,2.0,10,61.0,1512313.0,Croissant,208.66,,Rain,Rain,0
2015-12-31,Thursday,7.0,2.0,10,61.0,1512315.0,Kuchen,1869.94,,Rain,Rain,0
2015-12-31,Thursday,7.0,2.0,10,61.0,1512316.0,Saisonbrot,43.61,,Rain,Rain,0
2016-01-01,Friday,7.0,4.5,6,28.0,,,,,Cold / Snow,Cold / Snow,0
2016-01-02,Saturday,8.0,0.0,16,10.0,1601021.0,Brot,122.89,,Moderate,Moderate,0
2016-01-02,Saturday,8.0,0.0,16,10.0,1601022.0,Brötchen,534.26,,Moderate,Moderate,0
2016-01-02,Saturday,8.0,0.0,16,10.0,1601023.0,Croissant,182.7,,Moderate,Moderate,0
2016-01-02,Saturday,8.0,0.0,16,10.0,1601024.0,Konditorei,72.53,,Moderate,Moderate,0
2016-01-02,Saturday,8.0,0.0,16,10.0,1601025.0,Kuchen,290.21,,Moderate,Moderate,0
2016-01-03,Sunday,7.0,-5.5,13,0.0,1601031.0,Brot,67.33,,Very Good,Very Good,0
2016-01-03,Sunday,7.0,-5.5,13,0.0,1601032.0,Brötchen,436.58,,Very Good,Very Good,0
2016-01-03,Sunday,7.0,-5.5,13,0.0,1601033.0,Croissant,164.86,,Very Good,Very Good,0
2016-01-03,Sunday,7.0,-5.5,13,0.0,1601034.0,Konditorei,75.94,,Very Good,Very Good,0
2016-01-03,Sunday,7.0,-5.5,13,0.0,1601035.0,Kuchen,189.56,,Very Good,Very Good,0
2016-01-04,Monday,5.0,-6.0,15,10.0,1601041.0,Brot,128.82,,Moderate,Moderate,0
2016-01-04,Monday,5.0,-6.0,15,10.0,1601042.0,Brötchen,283.58,,Moderate,Moderate,0
2016-01-04,Monday,5.0,-6.0,15,10.0,1601043.0,Croissant,125.66,,Moderate,Moderate,0
2016-01-04,Monday,5.0,-6.0,15,10.0,1601044.0,Konditorei,74.72,,Moderate,Moderate,0
2016-01-04,Monday,5.0,-6.0,15,10.0,1601045.0,Kuchen,190.25,,Moderate,Moderate,0
2016-01-05,Tuesday,1.0,-3.62,14,5.0,1601051.0,Brot,105.31,,Extreme Weather,Extreme Weather,0
2016-01-05,Tuesday,1.0,-3.62,14,5.0,1601052.0,Brötchen,291.6,,Extreme Weather,Extreme Weather,0
2016-01-05,Tuesday,1.0,-3.62,14,5.0,1601053.0,Croissant,101.24,,Extreme Weather,Extreme Weather,0
2016-01-05,Tuesday,1.0,-3.62,14,5.0,1601054.0,Konditorei,82.43,,Extreme Weather,Extreme Weather,0
2016-01-05,Tuesday,1.0,-3.62,14,5.0,1601055.0,Kuchen,241.35,,Extreme Weather,Extreme Weather,0
2016-01-06,Wednesday,0.0,-3.0,12,5.0,1601061.0,Brot,90.01,,Extreme Weather,Extreme Weather,0
2016-01-06,Wednesday,0.0,-3.0,12,5.0,1601062.0,Brötchen,255.15,,Extreme Weather,Extreme Weather,0
2016-01-06,Wednesday,0.0,-3.0,12,5.0,1601063.0,Croissant,77.64,,Extreme Weather,Extreme Weather,0
2016-01-06,Wednesday,0.0,-3.0,12,5.0,1601064.0,Konditorei,48.83,,Extreme Weather,Extreme Weather,0
2016-01-06,Wednesday,0.0,-3.0,12,5.0,1601065.0,Kuchen,186.78,,Extreme Weather,Extreme Weather,0
2016-01-07,Thursday,7.0,-4.0,13,22.0,1601071.0,Brot,155.46,,Rain,Rain,0
2016-01-07,Thursday,7.0,-4.0,13,22.0,1601072.0,Brötchen,231.16,,Rain,Rain,0
2016-01-07,Thursday,7.0,-4.0,13,22.0,1601073.0,Croissant,89.8,,Rain,Rain,0
2016-01-07,Thursday,7.0,-4.0,13,22.0,1601074.0,Konditorei,55.44,,Rain,Rain,0
2016-01-07,Thursday,7.0,-4.0,13,22.0,1601075.0,Kuchen,211.96,,Rain,Rain,0
2016-01-08,Friday,7.0,1.75,20,61.0,1601081.0,Brot,68.75,,Rain,Rain,0
2016-01-08,Friday,7.0,1.75,20,61.0,1601082.0,Brötchen,240.73,,Rain,Rain,0
2016-01-08,Friday,7.0,1.75,20,61.0,1601083.0,Croissant,62.31,,Rain,Rain,0
2016-01-08,Friday,7.0,1.75,20,61.0,1601084.0,Konditorei,71.72,,Rain,Rain,0
2016-01-08,Friday,7.0,1.75,20,61.0,1601085.0,Kuchen,193.94,,Rain,Rain,0
2016-01-09,Saturday,4.0,2.88,6,21.0,1601091.0,Brot,88.6,,Rain,Rain,0
2016-01-09,Saturday,4.0,2.88,6,21.0,1601092.0,Brötchen,310.19,,Rain,Rain,0
2016-01-09,Saturday,4.0,2.88,6,21.0,1601093.0,Croissant,131.14,,Rain,Rain,0
2016-01-09,Saturday,4.0,2.88,6,21.0,1601094.0,Konditorei,64.84,,Rain,Rain,0
2016-01-09,Saturday,4.0,2.88,6,21.0,1601095.0,Kuchen,276.72,,Rain,Rain,0
2016-01-10,Sunday,7.0,2.12,8,63.0,1601101.0,Brot,39.94,,Rain,Rain,0
2016-01-10,Sunday,7.0,2.12,8,63.0,1601102.0,Brötchen,410.09,,Rain,Rain,0
2016-01-10,Sunday,7.0,2.12,8,63.0,1601103.0,Croissant,133.84,,Rain,Rain,0
2016-01-10,Sunday,7.0,2.12,8,63.0,1601104.0,Konditorei,121.59,,Rain,Rain,0
2016-01-10,Sunday,7.0,2.12,8,63.0,1601105.0,Kuchen,121.49,,Rain,Rain,0
2016-01-11,Monday,7.0,2.5,6,45.0,1601111.0,Brot,123.47,,Cold / Snow,Cold / Snow,0
2016-01-11,Monday,7.0,2.5,6,45.0,1601112.0,Brötchen,231.0,,Cold / Snow,Cold / Snow,0
2016-01-11,Monday,7.0,2.5,6,45.0,1601113.0,Croissant,85.87,,Cold / Snow,Cold / Snow,0
2016-01-11,Monday,7.0,2.5,6,45.0,1601114.0,Konditorei,75.66,,Cold / Snow,Cold / Snow,0
2016-01-11,Monday,7.0,2.5,6,45.0,1601115.0,Kuchen,189.56,,Cold / Snow,Cold / Snow,0
2016-01-12,Tuesday,7.0,4.0,8,63.0,1601121.0,Brot,96.77,,Rain,Rain,0
2016-01-12,Tuesday,7.0,4.0,8,63.0,1601122.0,Brötchen,209.65,,Rain,Rain,0
2016-01-12,Tuesday,7.0,4.0,8,63.0,1601123.0,Croissant,97.13,,Rain,Rain,0
2016-01-12,Tuesday,7.0,4.0,8,63.0,1601124.0,Konditorei,47.51,,Rain,Rain,0
2016-01-12,Tuesday,7.0,4.0,8,63.0,1601125.0,Kuchen,222.62,,Rain,Rain,0
2016-01-13,Wednesday,8.0,1.88,14,61.0,1601131.0,Brot,69.67,,Rain,Rain,0
2016-01-13,Wednesday,8.0,1.88,14,61.0,1601132.0,Brötchen,212.72,,Rain,Rain,0
2016-01-13,Wednesday,8.0,1.88,14,61.0,1601133.0,Croissant,76.67,,Rain,Rain,0
2016-01-13,Wednesday,8.0,1.88,14,61.0,1601134.0,Konditorei,68.26,,Rain,Rain,0
2016-01-13,Wednesday,8.0,1.88,14,61.0,1601135.0,Kuchen,216.77,,Rain,Rain,0
2016-01-14,Thursday,6.0,1.75,6,10.0,1601141.0,Brot,103.24,,Moderate,Moderate,0
2016-01-14,Thursday,6.0,1.75,6,10.0,1601142.0,Brötchen,245.04,,Moderate,Moderate,0
2016-01-14,Thursday,6.0,1.75,6,10.0,1601143.0,Croissant,84.47,,Moderate,Moderate,0
2016-01-14,Thursday,6.0,1.75,6,10.0,1601144.0,Konditorei,57.25,,Moderate,Moderate,0
2016-01-14,Thursday,6.0,1.75,6,10.0,1601145.0,Kuchen,219.31,,Moderate,Moderate,0
2016-01-15,Friday,7.0,2.12,12,10.0,1601151.0,Brot,76.7,,Moderate,Moderate,0
2016-01-15,Friday,7.0,2.12,12,10.0,1601152.0,Brötchen,265.69,,Moderate,Moderate,0
2016-01-15,Friday,7.0,2.12,12,10.0,1601153.0,Croissant,77.24,,Moderate,Moderate,0
2016-01-15,Friday,7.0,2.12,12,10.0,1601154.0,Konditorei,74.97,,Moderate,Moderate,0
2016-01-15,Friday,7.0,2.12,12,10.0,1601155.0,Kuchen,193.21,,Moderate,Moderate,0
2016-01-16,Saturday,7.0,0.5,5,10.0,1601161.0,Brot,134.82,,Moderate,Moderate,0
2016-01-16,Saturday,7.0,0.5,5,10.0,1601162.0,Brötchen,294.73,,Moderate,Moderate,0
2016-01-16,Saturday,7.0,0.5,5,10.0,1601163.0,Croissant,115.67,,Moderate,Moderate,0
2016-01-16,Saturday,7.0,0.5,5,10.0,1601164.0,Konditorei,86.55,,Moderate,Moderate,0
2016-01-16,Saturday,7.0,0.5,5,10.0,1601165.0,Kuchen,274.89,,Moderate,Moderate,0
2016-01-17,Sunday,3.0,-1.38,9,,1601171.0,Brot,41.73,,Unknown,Unknown,0
2016-01-17,Sunday,3.0,-1.38,9,,1601172.0,Brötchen,416.28,,Unknown,Unknown,0
2016-01-17,Sunday,3.0,-1.38,9,,1601173.0,Croissant,172.59,,Unknown,Unknown,0
2016-01-17,Sunday,3.0,-1.38,9,,1601174.0,Konditorei,83.34,,Unknown,Unknown,0
2016-01-17,Sunday,3.0,-1.38,9,,1601175.0,Kuchen,299.77,,Unknown,Unknown,0
2016-01-18,Monday,6.0,-1.75,6,10.0,1601181.0,Brot,113.85,,Moderate,Moderate,0
2016-01-18,Monday,6.0,-1.75,6,10.0,1601182.0,Brötchen,196.76,,Moderate,Moderate,0
2016-01-18,Monday,6.0,-1.75,6,10.0,1601183.0,Croissant,75.71,,Moderate,Moderate,0
2016-01-18,Monday,6.0,-1.75,6,10.0,1601184.0,Konditorei,51.16,,Moderate,Moderate,0
2016-01-18,Monday,6.0,-1.75,6,10.0,1601185.0,Kuchen,176.38,,Moderate,Moderate,0
2016-01-19,Tuesday,7.0,-2.5,10,73.0,1601191.0,Brot,99.39,,Cold / Snow,Cold / Snow,0
2016-01-19,Tuesday,7.0,-2.5,10,73.0,1601192.0,Brötchen,207.41,,Cold / Snow,Cold / Snow,0
2016-01-19,Tuesday,7.0,-2.5,10,73.0,1601193.0,Croissant,89.8,,Cold / Snow,Cold / Snow,0
2016-01-19,Tuesday,7.0,-2.5,10,73.0,1601194.0,Konditorei,52.68,,Cold / Snow,Cold / Snow,0
2016-01-19,Tuesday,7.0,-2.5,10,73.0,1601195.0,Kuchen,193.83,,Cold / Snow,Cold / Snow,0
2016-01-20,Wednesday,7.0,-1.62,8,28.0,1601201.0,Brot,79.14,,Cold / Snow,Cold / Snow,0
2016-01-20,Wednesday,7.0,-1.62,8,28.0,1601202.0,Brötchen,233.01,,Cold / Snow,Cold / Snow,0
2016-01-20,Wednesday,7.0,-1.62,8,28.0,1601203.0,Croissant,107.3,,Cold / Snow,Cold / Snow,0
2016-01-20,Wednesday,7.0,-1.62,8,28.0,1601204.0,Konditorei,48.17,,Cold / Snow,Cold / Snow,0
2016-01-20,Wednesday,7.0,-1.62,8,28.0,1601205.0,Kuchen,200.83,,Cold / Snow,Cold / Snow,0
2016-01-21,Thursday,4.0,-4.88,5,20.0,1601211.0,Brot,108.6,,Moderate,Moderate,0
2016-01-21,Thursday,4.0,-4.88,5,20.0,1601212.0,Brötchen,222.63,,Moderate,Moderate,0
2016-01-21,Thursday,4.0,-4.88,5,20.0,1601213.0,Croissant,101.51,,Moderate,Moderate,0
2016-01-21,Thursday,4.0,-4.88,5,20.0,1601214.0,Konditorei,58.55,,Moderate,Moderate,0
2016-01-21,Thursday,4.0,-4.88,5,20.0,1601215.0,Kuchen,250.15,,Moderate,Moderate,0
2016-01-22,Friday,1.0,-3.0,7,10.0,1601221.0,Brot,96.31,,Moderate,Moderate,0
2016-01-22,Friday,1.0,-3.0,7,10.0,1601222.0,Brötchen,246.12,,Moderate,Moderate,0
2016-01-22,Friday,1.0,-3.0,7,10.0,1601223.0,Croissant,65.72,,Moderate,Moderate,0
2016-01-22,Friday,1.0,-3.0,7,10.0,1601224.0,Konditorei,74.6,,Moderate,Moderate,0
2016-01-22,Friday,1.0,-3.0,7,10.0,1601225.0,Kuchen,248.1,,Moderate,Moderate,0
2016-01-23,Saturday,6.0,3.12,6,49.0,1601231.0,Brot,96.75,,Extreme Weather,Extreme Weather,0
2016-01-23,Saturday,6.0,3.12,6,49.0,1601232.0,Brötchen,273.08,,Extreme Weather,Extreme Weather,0
2016-01-23,Saturday,6.0,3.12,6,49.0,1601233.0,Croissant,97.78,,Extreme Weather,Extreme Weather,0
2016-01-23,Saturday,6.0,3.12,6,49.0,1601234.0,Konditorei,58.57,,Extreme Weather,Extreme Weather,0
2016-01-23,Saturday,6.0,3.12,6,49.0,1601235.0,Kuchen,229.91,,Extreme Weather,Extreme Weather,0
2016-01-24,Sunday,7.0,5.12,7,10.0,1601241.0,Brot,41.65,,Moderate,Moderate,0
2016-01-24,Sunday,7.0,5.12,7,10.0,1601242.0,Brötchen,387.32,,Moderate,Moderate,0
2016-01-24,Sunday,7.0,5.12,7,10.0,1601243.0,Croissant,151.07,,Moderate,Moderate,0
2016-01-24,Sunday,7.0,5.12,7,10.0,1601244.0,Konditorei,149.79,,Moderate,Moderate,0
2016-01-24,Sunday,7.0,5.12,7,10.0,1601245.0,Kuchen,265.95,,Moderate,Moderate,0
2016-01-25,Monday,8.0,9.0,9,45.0,1601251.0,Brot,101.66,,Cold / Snow,Cold / Snow,0
2016-01-25,Monday,8.0,9.0,9,45.0,1601252.0,Brötchen,249.0,,Cold / Snow,Cold / Snow,0
2016-01-25,Monday,8.0,9.0,9,45.0,1601253.0,Croissant,80.53,,Cold / Snow,Cold / Snow,0
2016-01-25,Monday,8.0,9.0,9,45.0,1601254.0,Konditorei,79.39,,Cold / Snow,Cold / Snow,0
2016-01-25,Monday,8.0,9.0,9,45.0,1601255.0,Kuchen,205.16,,Cold / Snow,Cold / Snow,0
2016-01-26,Tuesday,7.0,7.88,9,,1601261.0,Brot,93.19,,Unknown,Unknown,0
2016-01-26,Tuesday,7.0,7.88,9,,1601262.0,Brötchen,221.13,,Unknown,Unknown,0
2016-01-26,Tuesday,7.0,7.88,9,,1601263.0,Croissant,56.13,,Unknown,Unknown,0
2016-01-26,Tuesday,7.0,7.88,9,,1601264.0,Konditorei,71.84,,Unknown,Unknown,0
2016-01-26,Tuesday,7.0,7.88,9,,1601265.0,Kuchen,232.77,,Unknown,Unknown,0
2016-01-27,Wednesday,7.0,10.38,15,61.0,1601271.0,Brot,86.55,,Rain,Rain,0
2016-01-27,Wednesday,7.0,10.38,15,61.0,1601272.0,Brötchen,226.33,,Rain,Rain,0
2016-01-27,Wednesday,7.0,10.38,15,61.0,1601273.0,Croissant,104.5,,Rain,Rain,0
2016-01-27,Wednesday,7.0,10.38,15,61.0,1601274.0,Konditorei,71.84,,Rain,Rain,0
2016-01-27,Wednesday,7.0,10.38,15,61.0,1601275.0,Kuchen,219.99,,Rain,Rain,0
2016-01-28,Thursday,5.0,6.75,16,21.0,1601281.0,Brot,124.56,,Rain,Rain,0
2016-01-28,Thursday,5.0,6.75,16,21.0,1601282.0,Brötchen,236.14,,Rain,Rain,0
2016-01-28,Thursday,5.0,6.75,16,21.0,1601283.0,Croissant,69.54,,Rain,Rain,0
2016-01-28,Thursday,5.0,6.75,16,21.0,1601284.0,Konditorei,37.41,,Rain,Rain,0
2016-01-28,Thursday,5.0,6.75,16,21.0,1601285.0,Kuchen,244.41,,Rain,Rain,0
2016-01-29,Friday,7.0,8.12,17,61.0,1601291.0,Brot,91.01,,Rain,Rain,0
2016-01-29,Friday,7.0,8.12,17,61.0,1601292.0,Brötchen,267.45,,Rain,Rain,0
2016-01-29,Friday,7.0,8.12,17,61.0,1601293.0,Croissant,77.27,,Rain,Rain,0
2016-01-29,Friday,7.0,8.12,17,61.0,1601294.0,Konditorei,74.58,,Rain,Rain,0
2016-01-29,Friday,7.0,8.12,17,61.0,1601295.0,Kuchen,195.57,,Rain,Rain,0
2016-01-30,Saturday,7.0,6.62,17,65.0,1601301.0,Brot,90.17,,Extreme Weather,Extreme Weather,0
2016-01-30,Saturday,7.0,6.62,17,65.0,1601302.0,Brötchen,329.96,,Extreme Weather,Extreme Weather,0
2016-01-30,Saturday,7.0,6.62,17,65.0,1601303.0,Croissant,101.15,,Extreme Weather,Extreme Weather,0
2016-01-30,Saturday,7.0,6.62,17,65.0,1601304.0,Konditorei,58.13,,Extreme Weather,Extreme Weather,0
2016-01-30,Saturday,7.0,6.62,17,65.0,1601305.0,Kuchen,239.08,,Extreme Weather,Extreme Weather,0
2016-01-31,Sunday,6.0,4.12,13,61.0,1601311.0,Brot,52.05,,Rain,Rain,0
2016-01-31,Sunday,6.0,4.12,13,61.0,1601312.0,Brötchen,382.12,,Rain,Rain,0
2016-01-31,Sunday,6.0,4.12,13,61.0,1601313.0,Croissant,116.04,,Rain,Rain,0
2016-01-31,Sunday,6.0,4.12,13,61.0,1601314.0,Konditorei,132.95,,Rain,Rain,0
2016-01-31,Sunday,6.0,4.12,13,61.0,1601315.0,Kuchen,266.12,,Rain,Rain,0
2016-02-01,Monday,7.0,7.88,21,61.0,1602011.0,Brot,100.87,,Rain,Rain,0
2016-02-01,Monday,7.0,7.88,21,61.0,1602012.0,Brötchen,320.5,,Rain,Rain,0
2016-02-01,Monday,7.0,7.88,21,61.0,1602013.0,Croissant,79.67,,Rain,Rain,0
2016-02-01,Monday,7.0,7.88,21,61.0,1602014.0,Konditorei,93.67,,Rain,Rain,0
2016-02-01,Monday,7.0,7.88,21,61.0,1602015.0,Kuchen,241.75,,Rain,Rain,0
2016-02-02,Tuesday,6.0,7.5,20,61.0,1602021.0,Brot,101.82,,Rain,Rain,0
2016-02-02,Tuesday,6.0,7.5,20,61.0,1602022.0,Brötchen,334.2,,Rain,Rain,0
2016-02-02,Tuesday,6.0,7.5,20,61.0,1602023.0,Croissant,77.72,,Rain,Rain,0
2016-02-02,Tuesday,6.0,7.5,20,61.0,1602024.0,Konditorei,173.19,,Rain,Rain,0
2016-02-02,Tuesday,6.0,7.5,20,61.0,1602025.0,Kuchen,248.52,,Rain,Rain,0
2016-02-03,Wednesday,6.0,4.75,15,61.0,1602031.0,Brot,114.46,,Rain,Rain,0
2016-02-03,Wednesday,6.0,4.75,15,61.0,1602032.0,Brötchen,295.82,,Rain,Rain,0
2016-02-03,Wednesday,6.0,4.75,15,61.0,1602033.0,Croissant,77.09,,Rain,Rain,0
2016-02-03,Wednesday,6.0,4.75,15,61.0,1602034.0,Konditorei,138.87,,Rain,Rain,0
2016-02-03,Wednesday,6.0,4.75,15,61.0,1602035.0,Kuchen,325.51,,Rain,Rain,0
2016-02-04,Thursday,5.0,4.25,12,22.0,1602041.0,Brot,128.59,,Rain,Rain,0
2016-02-04,Thursday,5.0,4.25,12,22.0,1602042.0,Brötchen,341.29,,Rain,Rain,0
2016-02-04,Thursday,5.0,4.25,12,22.0,1602043.0,Croissant,89.21,,Rain,Rain,0
2016-02-04,Thursday,5.0,4.25,12,22.0,1602044.0,Konditorei,212.95,,Rain,Rain,0
2016-02-04,Thursday,5.0,4.25,12,22.0,1602045.0,Kuchen,328.08,,Rain,Rain,0
2016-02-05,Friday,7.0,4.5,10,61.0,1602051.0,Brot,124.43,,Rain,Rain,0
2016-02-05,Friday,7.0,4.5,10,61.0,1602052.0,Brötchen,287.8,,Rain,Rain,0
2016-02-05,Friday,7.0,4.5,10,61.0,1602053.0,Croissant,80.81,,Rain,Rain,0
2016-02-05,Friday,7.0,4.5,10,61.0,1602054.0,Konditorei,169.87,,Rain,Rain,0
2016-02-05,Friday,7.0,4.5,10,61.0,1602055.0,Kuchen,264.12,,Rain,Rain,0
2016-02-06,Saturday,7.0,9.38,11,21.0,1602061.0,Brot,121.62,,Rain,Rain,0
2016-02-06,Saturday,7.0,9.38,11,21.0,1602062.0,Brötchen,474.05,,Rain,Rain,0
2016-02-06,Saturday,7.0,9.38,11,21.0,1602063.0,Croissant,106.76,,Rain,Rain,0
2016-02-06,Saturday,7.0,9.38,11,21.0,1602064.0,Konditorei,192.28,,Rain,Rain,0
2016-02-06,Saturday,7.0,9.38,11,21.0,1602065.0,Kuchen,288.58,,Rain,Rain,0
2016-02-07,Sunday,6.0,9.75,12,21.0,1602071.0,Brot,85.22,,Rain,Rain,0
2016-02-07,Sunday,6.0,9.75,12,21.0,1602072.0,Brötchen,579.71,,Rain,Rain,0
2016-02-07,Sunday,6.0,9.75,12,21.0,1602073.0,Croissant,140.82,,Rain,Rain,0
2016-02-07,Sunday,6.0,9.75,12,21.0,1602074.0,Konditorei,170.64,,Rain,Rain,0
2016-02-07,Sunday,6.0,9.75,12,21.0,1602075.0,Kuchen,352.96,,Rain,Rain,0
2016-02-08,Monday,7.0,8.5,16,63.0,1602081.0,Brot,88.38,,Rain,Rain,0
2016-02-08,Monday,7.0,8.5,16,63.0,1602082.0,Brötchen,244.24,,Rain,Rain,0
2016-02-08,Monday,7.0,8.5,16,63.0,1602083.0,Croissant,102.45,,Rain,Rain,0
2016-02-08,Monday,7.0,8.5,16,63.0,1602084.0,Konditorei,96.83,,Rain,Rain,0
2016-02-08,Monday,7.0,8.5,16,63.0,1602085.0,Kuchen,255.24,,Rain,Rain,0
2016-02-09,Tuesday,5.0,6.75,15,61.0,1602091.0,Brot,89.54,,Rain,Rain,0
2016-02-09,Tuesday,5.0,6.75,15,61.0,1602092.0,Brötchen,291.26,,Rain,Rain,0
2016-02-09,Tuesday,5.0,6.75,15,61.0,1602093.0,Croissant,87.6,,Rain,Rain,0
2016-02-09,Tuesday,5.0,6.75,15,61.0,1602094.0,Konditorei,153.91,,Rain,Rain,0
2016-02-09,Tuesday,5.0,6.75,15,61.0,1602095.0,Kuchen,297.96,,Rain,Rain,0
2016-02-10,Wednesday,7.0,3.75,9,61.0,1602101.0,Brot,64.75,,Rain,Rain,0
2016-02-10,Wednesday,7.0,3.75,9,61.0,1602102.0,Brötchen,257.33,,Rain,Rain,0
2016-02-10,Wednesday,7.0,3.75,9,61.0,1602103.0,Croissant,80.27,,Rain,Rain,0
2016-02-10,Wednesday,7.0,3.75,9,61.0,1602104.0,Konditorei,112.82,,Rain,Rain,0
2016-02-10,Wednesday,7.0,3.75,9,61.0,1602105.0,Kuchen,264.73,,Rain,Rain,0
2016-02-11,Thursday,7.0,5.25,7,61.0,1602111.0,Brot,90.76,,Rain,Rain,0
2016-02-11,Thursday,7.0,5.25,7,61.0,1602112.0,Brötchen,297.5,,Rain,Rain,0
2016-02-11,Thursday,7.0,5.25,7,61.0,1602113.0,Croissant,91.35,,Rain,Rain,0
2016-02-11,Thursday,7.0,5.25,7,61.0,1602114.0,Konditorei,213.65,,Rain,Rain,0
2016-02-11,Thursday,7.0,5.25,7,61.0,1602115.0,Kuchen,238.74,,Rain,Rain,0
2016-02-12,Friday,7.0,3.5,6,61.0,1602121.0,Brot,92.38,,Rain,Rain,0
2016-02-12,Friday,7.0,3.5,6,61.0,1602122.0,Brötchen,240.95,,Rain,Rain,0
2016-02-12,Friday,7.0,3.5,6,61.0,1602123.0,Croissant,69.53,,Rain,Rain,0
2016-02-12,Friday,7.0,3.5,6,61.0,1602124.0,Konditorei,108.4,,Rain,Rain,0
2016-02-12,Friday,7.0,3.5,6,61.0,1602125.0,Kuchen,248.75,,Rain,Rain,0
2016-02-13,Saturday,6.0,2.0,8,20.0,1602131.0,Brot,124.49,,Moderate,Moderate,0
2016-02-13,Saturday,6.0,2.0,8,20.0,1602132.0,Brötchen,426.14,,Moderate,Moderate,0
2016-02-13,Saturday,6.0,2.0,8,20.0,1602133.0,Croissant,100.46,,Moderate,Moderate,0
2016-02-13,Saturday,6.0,2.0,8,20.0,1602134.0,Konditorei,224.43,,Moderate,Moderate,0
2016-02-13,Saturday,6.0,2.0,8,20.0,1602135.0,Kuchen,316.77,,Moderate,Moderate,0
2016-02-14,Sunday,8.0,2.88,20,61.0,1602141.0,Brot,75.47,,Rain,Rain,0
2016-02-14,Sunday,8.0,2.88,20,61.0,1602142.0,Brötchen,468.28,,Rain,Rain,0
2016-02-14,Sunday,8.0,2.88,20,61.0,1602143.0,Croissant,131.73,,Rain,Rain,0
2016-02-14,Sunday,8.0,2.88,20,61.0,1602144.0,Konditorei,220.16,,Rain,Rain,0
2016-02-14,Sunday,8.0,2.88,20,61.0,1602145.0,Kuchen,336.66,,Rain,Rain,0
2016-02-15,Monday,8.0,0.75,14,,1602151.0,Brot,136.43,,Unknown,Unknown,0
2016-02-15,Monday,8.0,0.75,14,,1602152.0,Brötchen,290.2,,Unknown,Unknown,0
2016-02-15,Monday,8.0,0.75,14,,1602153.0,Croissant,108.08,,Unknown,Unknown,0
2016-02-15,Monday,8.0,0.75,14,,1602154.0,Konditorei,116.62,,Unknown,Unknown,0
2016-02-15,Monday,8.0,0.75,14,,1602155.0,Kuchen,249.71,,Unknown,Unknown,0
2016-02-16,Tuesday,0.0,2.12,5,,1602161.0,Brot,68.05,,Unknown,Unknown,0
2016-02-16,Tuesday,0.0,2.12,5,,1602162.0,Brötchen,275.87,,Unknown,Unknown,0
