Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,id,Warengruppe,Umsatz,KielerWoche
2015-12-01,6.0,6.75,10,21.0,1512016.0,6.0,108.812101874236,
2015-12-02,7.0,10.5,9,21.0,1512021.0,1.0,76.6057982454552,
2015-12-02,7.0,10.5,9,21.0,1512022.0,2.0,223.700501598317,
2015-12-02,7.0,10.5,9,21.0,1512023.0,3.0,92.939909399629,
2015-12-02,7.0,10.5,9,21.0,1512024.0,4.0,67.7569881327549,
2015-12-02,7.0,10.5,9,21.0,1512025.0,5.0,185.868155803157,
2015-12-02,7.0,10.5,9,21.0,1512026.0,6.0,149.82304535174,
2015-12-03,8.0,9.125,8,61.0,1512031.0,1.0,105.563330698629,
2015-12-03,8.0,9.125,8,61.0,1512032.0,2.0,271.393516674893,
2015-12-03,8.0,9.125,8,61.0,1512033.0,3.0,71.2378384066131,
2015-12-03,8.0,9.125,8,61.0,1512034.0,4.0,95.4588510722846,
2015-12-03,8.0,9.125,8,61.0,1512035.0,5.0,228.062312572255,
2015-12-03,8.0,9.125,8,61.0,1512036.0,6.0,127.702301302267,
2015-12-04,6.0,9.25,17,61.0,1512041.0,1.0,131.863727048158,
2015-12-04,6.0,9.25,17,61.0,1512042.0,2.0,223.004926208522,
2015-12-04,6.0,9.25,17,61.0,1512043.0,3.0,71.3387210140724,
2015-12-04,6.0,9.25,17,61.0,1512044.0,4.0,77.6404401862426,
2015-12-04,6.0,9.25,17,61.0,1512045.0,5.0,180.023354377573,
2015-12-04,6.0,9.25,17,61.0,1512046.0,6.0,63.2383253536173,
2015-12-05,6.0,9.0,14,61.0,1512051.0,1.0,76.8168361163005,
2015-12-05,6.0,9.0,14,61.0,1512052.0,2.0,376.387257691091,
2015-12-05,6.0,9.0,14,61.0,1512053.0,3.0,88.1907152941989,
2015-12-05,6.0,9.0,14,61.0,1512054.0,4.0,95.3028111591426,
2015-12-05,6.0,9.0,14,61.0,1512055.0,5.0,201.436495160443,
2015-12-05,6.0,9.0,14,61.0,1512056.0,6.0,128.656492929076,
2015-12-06,7.0,10.875,19,20.0,1512061.0,1.0,60.0342630227906,
2015-12-06,7.0,10.875,19,20.0,1512062.0,2.0,491.74583143461,
2015-12-06,7.0,10.875,19,20.0,1512063.0,3.0,127.244430419829,
2015-12-06,7.0,10.875,19,20.0,1512064.0,4.0,149.609860945933,
2015-12-06,7.0,10.875,19,20.0,1512065.0,5.0,219.769722727984,
2015-12-06,7.0,10.875,19,20.0,1512066.0,6.0,73.9534157272459,
2015-12-07,6.0,8.25,3,,1512071.0,1.0,88.562588014754,
2015-12-07,6.0,8.25,3,,1512072.0,2.0,238.587801055645,
2015-12-07,6.0,8.25,3,,1512073.0,3.0,60.9750500333041,
2015-12-07,6.0,8.25,3,,1512074.0,4.0,87.9899775115246,
2015-12-07,6.0,8.25,3,,1512075.0,5.0,152.509706884695,
2015-12-07,6.0,8.25,3,,1512076.0,6.0,28.6728841919131,
2015-12-08,0.0,10.75,8,0.0,1512081.0,1.0,81.9208577619633,
2015-12-08,0.0,10.75,8,0.0,1512082.0,2.0,259.237368045978,
2015-12-08,0.0,10.75,8,0.0,1512083.0,3.0,94.0209378118793,
2015-12-08,0.0,10.75,8,0.0,1512084.0,4.0,106.645235271974,
2015-12-08,0.0,10.75,8,0.0,1512085.0,5.0,210.749545813154,
2015-12-08,0.0,10.75,8,0.0,1512086.0,6.0,115.934234734646,
2015-12-09,3.0,8.75,12,21.0,1512091.0,1.0,72.712284202785,
2015-12-09,3.0,8.75,12,21.0,1512092.0,2.0,261.967843681113,
2015-12-09,3.0,8.75,12,21.0,1512093.0,3.0,85.9894911305105,
2015-12-09,3.0,8.75,12,21.0,1512094.0,4.0,136.773193513285,
2015-12-09,3.0,8.75,12,21.0,1512095.0,5.0,182.812773894441,
2015-12-09,3.0,8.75,12,21.0,1512096.0,6.0,93.8656913459388,
2015-12-10,7.0,6.625,13,21.0,1512101.0,1.0,87.3496995999479,
2015-12-10,7.0,6.625,13,21.0,1512102.0,2.0,275.871019893576,
2015-12-10,7.0,6.625,13,21.0,1512103.0,3.0,100.920371943129,
2015-12-10,7.0,6.625,13,21.0,1512104.0,4.0,93.6039033920536,
2015-12-10,7.0,6.625,13,21.0,1512105.0,5.0,217.210719698568,
2015-12-10,7.0,6.625,13,21.0,1512106.0,6.0,111.666686128158,
2015-12-11,5.0,6.125,11,63.0,1512111.0,1.0,73.56275671083,
2015-12-11,5.0,6.125,11,63.0,1512112.0,2.0,257.995780454492,
2015-12-11,5.0,6.125,11,63.0,1512113.0,3.0,82.2908430221561,
2015-12-11,5.0,6.125,11,63.0,1512114.0,4.0,106.586886059885,
2015-12-11,5.0,6.125,11,63.0,1512115.0,5.0,181.818946478462,
2015-12-11,5.0,6.125,11,63.0,1512116.0,6.0,110.982691994078,
2015-12-12,3.0,6.875,10,61.0,1512121.0,1.0,116.377705397521,
2015-12-12,3.0,6.875,10,61.0,1512122.0,2.0,416.865761579601,
2015-12-12,3.0,6.875,10,61.0,1512123.0,3.0,130.376039900417,
2015-12-12,3.0,6.875,10,61.0,1512124.0,4.0,123.8519780738,
2015-12-12,3.0,6.875,10,61.0,1512125.0,5.0,263.371183180296,
2015-12-12,3.0,6.875,10,61.0,1512126.0,6.0,161.414301579481,
2015-12-13,1.0,5.25,9,,1512131.0,1.0,56.5437174806995,
2015-12-13,1.0,5.25,9,,1512132.0,2.0,456.754742945117,
2015-12-13,1.0,5.25,9,,1512133.0,3.0,150.040759469444,
2015-12-13,1.0,5.25,9,,1512134.0,4.0,164.858981263781,
2015-12-13,1.0,5.25,9,,1512135.0,5.0,285.609296918744,
2015-12-13,1.0,5.25,9,,1512136.0,6.0,70.2627851668794,
2015-12-14,7.0,3.625,6,21.0,1512141.0,1.0,113.623981570417,
2015-12-14,7.0,3.625,6,21.0,1512142.0,2.0,202.61788967914,
2015-12-14,7.0,3.625,6,21.0,1512143.0,3.0,99.1527894963271,
2015-12-14,7.0,3.625,6,21.0,1512144.0,4.0,78.0826139469617,
2015-12-14,7.0,3.625,6,21.0,1512145.0,5.0,135.882833179972,
2015-12-14,7.0,3.625,6,21.0,1512146.0,6.0,54.7394699245604,
2015-12-15,7.0,5.5,8,61.0,1512151.0,1.0,78.8474877114111,
2015-12-15,7.0,5.5,8,61.0,1512152.0,2.0,238.987287986511,
2015-12-15,7.0,5.5,8,61.0,1512153.0,3.0,97.4589956086864,
2015-12-15,7.0,5.5,8,61.0,1512154.0,4.0,61.4518021966416,
2015-12-15,7.0,5.5,8,61.0,1512155.0,5.0,200.794463905725,
2015-12-15,7.0,5.5,8,61.0,1512156.0,6.0,31.7098861371836,
2015-12-16,8.0,6.25,7,10.0,1512161.0,1.0,110.850649097379,
2015-12-16,8.0,6.25,7,10.0,1512162.0,2.0,239.155705804931,
2015-12-16,8.0,6.25,7,10.0,1512163.0,3.0,74.1859539243799,
2015-12-16,8.0,6.25,7,10.0,1512164.0,4.0,50.4569970348282,
2015-12-16,8.0,6.25,7,10.0,1512165.0,5.0,180.325823313121,
2015-12-16,8.0,6.25,7,10.0,1512166.0,6.0,42.2722477322849,
2015-12-17,7.0,11.875,9,53.0,1512171.0,1.0,103.843516197661,
2015-12-17,7.0,11.875,9,53.0,1512172.0,2.0,266.802079117368,
2015-12-17,7.0,11.875,9,53.0,1512173.0,3.0,85.4781007686427,
2015-12-17,7.0,11.875,9,53.0,1512174.0,4.0,49.843135680101,
2015-12-17,7.0,11.875,9,53.0,1512175.0,5.0,189.603239938994,
2015-12-17,7.0,11.875,9,53.0,1512176.0,6.0,86.5381832594966,
2015-12-18,8.0,10.375,15,61.0,1512181.0,1.0,88.7319424672478,
2015-12-18,8.0,10.375,15,61.0,1512182.0,2.0,247.565727389495,
2015-12-18,8.0,10.375,15,61.0,1512183.0,3.0,70.3918910072538,
2015-12-18,8.0,10.375,15,61.0,1512184.0,4.0,75.8326965605834,
2015-12-18,8.0,10.375,15,61.0,1512185.0,5.0,205.070251752861,
2015-12-18,8.0,10.375,15,61.0,1512186.0,6.0,77.7359078686357,
2015-12-19,6.0,11.375,10,0.0,1512191.0,1.0,143.442015501486,
2015-12-19,6.0,11.375,10,0.0,1512192.0,2.0,326.552122517566,
2015-12-19,6.0,11.375,10,0.0,1512193.0,3.0,84.5745459337765,
2015-12-19,6.0,11.375,10,0.0,1512194.0,4.0,95.7786689930843,
2015-12-19,6.0,11.375,10,0.0,1512195.0,5.0,209.443359888322,
2015-12-19,6.0,11.375,10,0.0,1512196.0,6.0,69.9211074485971,
2015-12-20,5.0,12.5,9,,1512201.0,1.0,51.7103695029047,
2015-12-20,5.0,12.5,9,,1512202.0,2.0,368.79655844807,
2015-12-20,5.0,12.5,9,,1512203.0,3.0,97.3754025532662,
2015-12-20,5.0,12.5,9,,1512204.0,4.0,137.294819364866,
2015-12-20,5.0,12.5,9,,1512205.0,5.0,190.838143871757,
2015-12-20,5.0,12.5,9,,1512206.0,6.0,45.7395753160456,
2015-12-21,7.0,10.25,14,21.0,1512211.0,1.0,112.891222676487,
2015-12-21,7.0,10.25,14,21.0,1512212.0,2.0,249.442416541576,
2015-12-21,7.0,10.25,14,21.0,1512213.0,3.0,97.1686358768173,
2015-12-21,7.0,10.25,14,21.0,1512214.0,4.0,72.4750158316768,
2015-12-21,7.0,10.25,14,21.0,1512215.0,5.0,178.007867853303,
2015-12-21,7.0,10.25,14,21.0,1512216.0,6.0,42.5151373960702,
2015-12-22,7.0,11.25,17,61.0,1512221.0,1.0,89.2481374766772,
2015-12-22,7.0,11.25,17,61.0,1512222.0,2.0,298.307772523706,
2015-12-22,7.0,11.25,17,61.0,1512223.0,3.0,89.327573330566,
2015-12-22,7.0,11.25,17,61.0,1512224.0,4.0,64.2119729207153,
2015-12-22,7.0,11.25,17,61.0,1512225.0,5.0,206.162264813779,
2015-12-22,7.0,11.25,17,61.0,1512226.0,6.0,116.615089085609,
2015-12-23,6.0,10.375,20,61.0,1512231.0,1.0,205.881287125549,
2015-12-23,6.0,10.375,20,61.0,1512232.0,2.0,328.219884484061,
2015-12-23,6.0,10.375,20,61.0,1512233.0,3.0,103.056845595438,
2015-12-23,6.0,10.375,20,61.0,1512234.0,4.0,68.9147752635412,
2015-12-23,6.0,10.375,20,61.0,1512235.0,5.0,219.404693482765,
2015-12-23,6.0,10.375,20,61.0,1512236.0,6.0,87.2029904433664,
2015-12-24,3.0,8.375,11,61.0,1512241.0,1.0,195.39980134501,
2015-12-24,3.0,8.375,11,61.0,1512242.0,2.0,395.242017468912,
2015-12-24,3.0,8.375,11,61.0,1512243.0,3.0,137.024357889754,
2015-12-24,3.0,8.375,11,61.0,1512244.0,4.0,118.865410341769,
2015-12-24,3.0,8.375,11,61.0,1512245.0,5.0,275.561444944486,
2015-12-24,3.0,8.375,11,61.0,1512246.0,6.0,69.4000132648449,
2015-12-25,2.0,7.875,14,0.0,,,,
2015-12-26,7.0,12.75,18,63.0,,,,
2015-12-27,7.0,10.875,15,61.0,1512271.0,1.0,50.7942094660487,
2015-12-27,7.0,10.875,15,61.0,1512272.0,2.0,426.706629411613,
2015-12-27,7.0,10.875,15,61.0,1512273.0,3.0,139.175735437382,
2015-12-27,7.0,10.875,15,61.0,1512274.0,4.0,150.617390974879,
2015-12-27,7.0,10.875,15,61.0,1512275.0,5.0,205.296097248761,
2015-12-27,7.0,10.875,15,61.0,1512276.0,6.0,25.2905133058449,
2015-12-28,8.0,4.75,11,,1512281.0,1.0,127.385224894884,
2015-12-28,8.0,4.75,11,,1512282.0,2.0,380.798137500876,
2015-12-28,8.0,4.75,11,,1512283.0,3.0,165.711268017584,
2015-12-28,8.0,4.75,11,,1512284.0,4.0,66.1714499165664,
2015-12-28,8.0,4.75,11,,1512285.0,5.0,249.831488819928,
2015-12-28,8.0,4.75,11,,1512286.0,6.0,38.7394836594032,
2015-12-29,7.0,5.125,11,,1512291.0,1.0,125.989547665193,
2015-12-29,7.0,5.125,11,,1512292.0,2.0,410.805384325764,
2015-12-29,7.0,5.125,11,,1512293.0,3.0,162.948539436162,
2015-12-29,7.0,5.125,11,,1512294.0,4.0,113.802219378916,
2015-12-29,7.0,5.125,11,,1512295.0,5.0,220.256783905333,
2015-12-29,7.0,5.125,11,,1512296.0,6.0,50.760813368303,
2015-12-30,8.0,5.25,9,0.0,1512301.0,1.0,143.702283482079,
2015-12-30,8.0,5.25,9,0.0,1512302.0,2.0,534.795914565585,
2015-12-30,8.0,5.25,9,0.0,1512303.0,3.0,198.531538169955,
2015-12-30,8.0,5.25,9,0.0,1512304.0,4.0,66.9103286638791,
2015-12-30,8.0,5.25,9,0.0,1512305.0,5.0,364.25666963632,
2015-12-30,8.0,5.25,9,0.0,1512306.0,6.0,76.88815019572,
2015-12-31,7.0,2.0,10,61.0,1512311.0,1.0,249.037809581614,
2015-12-31,7.0,2.0,10,61.0,1512312.0,2.0,643.674702906675,
2015-12-31,7.0,2.0,10,61.0,1512313.0,3.0,208.660491671414,
2015-12-31,7.0,2.0,10,61.0,1512315.0,5.0,1869.93772343872,
2015-12-31,7.0,2.0,10,61.0,1512316.0,6.0,43.6051606878586,
2016-01-01,7.0,4.5,6,28.0,,,,
2016-01-02,8.0,0.0,16,10.0,1601021.0,1.0,122.885747411276,
2016-01-02,8.0,0.0,16,10.0,1601022.0,2.0,534.255462379152,
2016-01-02,8.0,0.0,16,10.0,1601023.0,3.0,182.703831244386,
2016-01-02,8.0,0.0,16,10.0,1601024.0,4.0,72.5262657990036,
2016-01-02,8.0,0.0,16,10.0,1601025.0,5.0,290.214474621251,
2016-01-03,7.0,-5.5,13,0.0,1601031.0,1.0,67.3281609732765,
2016-01-03,7.0,-5.5,13,0.0,1601032.0,2.0,436.582470124766,
2016-01-03,7.0,-5.5,13,0.0,1601033.0,3.0,164.859005761667,
2016-01-03,7.0,-5.5,13,0.0,1601034.0,4.0,75.9429543478591,
2016-01-03,7.0,-5.5,13,0.0,1601035.0,5.0,189.560768660027,
2016-01-04,5.0,-6.0,15,10.0,1601041.0,1.0,128.822051799542,
2016-01-04,5.0,-6.0,15,10.0,1601042.0,2.0,283.580198278466,
2016-01-04,5.0,-6.0,15,10.0,1601043.0,3.0,125.661184368252,
2016-01-04,5.0,-6.0,15,10.0,1601044.0,4.0,74.7244710704998,
2016-01-04,5.0,-6.0,15,10.0,1601045.0,5.0,190.248203249784,
2016-01-05,1.0,-3.625,14,5.0,1601051.0,1.0,105.310039162795,
2016-01-05,1.0,-3.625,14,5.0,1601052.0,2.0,291.599756968942,
2016-01-05,1.0,-3.625,14,5.0,1601053.0,3.0,101.23954835125,
2016-01-05,1.0,-3.625,14,5.0,1601054.0,4.0,82.4285276448736,
2016-01-05,1.0,-3.625,14,5.0,1601055.0,5.0,241.35352574791,
2016-01-06,0.0,-3.0,12,5.0,1601061.0,1.0,90.0053108415906,
2016-01-06,0.0,-3.0,12,5.0,1601062.0,2.0,255.147894787261,
2016-01-06,0.0,-3.0,12,5.0,1601063.0,3.0,77.6448105535074,
2016-01-06,0.0,-3.0,12,5.0,1601064.0,4.0,48.8328172825585,
2016-01-06,0.0,-3.0,12,5.0,1601065.0,5.0,186.783766682371,
2016-01-07,7.0,-4.0,13,22.0,1601071.0,1.0,155.456329863677,
2016-01-07,7.0,-4.0,13,22.0,1601072.0,2.0,231.157221388404,
2016-01-07,7.0,-4.0,13,22.0,1601073.0,3.0,89.7986360923816,
2016-01-07,7.0,-4.0,13,22.0,1601074.0,4.0,55.4424370840498,
2016-01-07,7.0,-4.0,13,22.0,1601075.0,5.0,211.959267729194,
2016-01-08,7.0,1.75,20,61.0,1601081.0,1.0,68.7481180605328,
2016-01-08,7.0,1.75,20,61.0,1601082.0,2.0,240.732081245657,
2016-01-08,7.0,1.75,20,61.0,1601083.0,3.0,62.3059143752801,
2016-01-08,7.0,1.75,20,61.0,1601084.0,4.0,71.7226942714326,
2016-01-08,7.0,1.75,20,61.0,1601085.0,5.0,193.938119400977,
2016-01-09,4.0,2.875,6,21.0,1601091.0,1.0,88.5967160881984,
2016-01-09,4.0,2.875,6,21.0,1601092.0,2.0,310.19021362033,
2016-01-09,4.0,2.875,6,21.0,1601093.0,3.0,131.135214043175,
2016-01-09,4.0,2.875,6,21.0,1601094.0,4.0,64.835874109499,
2016-01-09,4.0,2.875,6,21.0,1601095.0,5.0,276.715250071637,
2016-01-10,7.0,2.125,8,63.0,1601101.0,1.0,39.937818475784,
2016-01-10,7.0,2.125,8,63.0,1601102.0,2.0,410.089486410343,
2016-01-10,7.0,2.125,8,63.0,1601103.0,3.0,133.842985475896,
2016-01-10,7.0,2.125,8,63.0,1601104.0,4.0,121.591849650866,
2016-01-10,7.0,2.125,8,63.0,1601105.0,5.0,121.493282473682,
2016-01-11,7.0,2.5,6,45.0,1601111.0,1.0,123.468161375388,
2016-01-11,7.0,2.5,6,45.0,1601112.0,2.0,230.99605551649,
2016-01-11,7.0,2.5,6,45.0,1601113.0,3.0,85.8697308053528,
2016-01-11,7.0,2.5,6,45.0,1601114.0,4.0,75.6621775473688,
2016-01-11,7.0,2.5,6,45.0,1601115.0,5.0,189.559749547889,
2016-01-12,7.0,4.0,8,63.0,1601121.0,1.0,96.7749099762038,
2016-01-12,7.0,4.0,8,63.0,1601122.0,2.0,209.647066822165,
2016-01-12,7.0,4.0,8,63.0,1601123.0,3.0,97.1292028532515,
2016-01-12,7.0,4.0,8,63.0,1601124.0,4.0,47.508598164613,
2016-01-12,7.0,4.0,8,63.0,1601125.0,5.0,222.618083950592,
2016-01-13,8.0,1.875,14,61.0,1601131.0,1.0,69.6713814579147,
2016-01-13,8.0,1.875,14,61.0,1601132.0,2.0,212.715205906421,
2016-01-13,8.0,1.875,14,61.0,1601133.0,3.0,76.6672503579133,
2016-01-13,8.0,1.875,14,61.0,1601134.0,4.0,68.258783305949,
2016-01-13,8.0,1.875,14,61.0,1601135.0,5.0,216.772244614294,
2016-01-14,6.0,1.75,6,10.0,1601141.0,1.0,103.240917970383,
2016-01-14,6.0,1.75,6,10.0,1601142.0,2.0,245.041703770516,
2016-01-14,6.0,1.75,6,10.0,1601143.0,3.0,84.4716470314345,
2016-01-14,6.0,1.75,6,10.0,1601144.0,4.0,57.2527864696897,
2016-01-14,6.0,1.75,6,10.0,1601145.0,5.0,219.3059709318,
2016-01-15,7.0,2.125,12,10.0,1601151.0,1.0,76.7043334988454,
2016-01-15,7.0,2.125,12,10.0,1601152.0,2.0,265.688670335341,
2016-01-15,7.0,2.125,12,10.0,1601153.0,3.0,77.2434255197582,
2016-01-15,7.0,2.125,12,10.0,1601154.0,4.0,74.9692978522181,
2016-01-15,7.0,2.125,12,10.0,1601155.0,5.0,193.214277037618,
2016-01-16,7.0,0.5,5,10.0,1601161.0,1.0,134.82042208679,
2016-01-16,7.0,0.5,5,10.0,1601162.0,2.0,294.730277690986,
2016-01-16,7.0,0.5,5,10.0,1601163.0,3.0,115.665082036361,
2016-01-16,7.0,0.5,5,10.0,1601164.0,4.0,86.547766419124,
2016-01-16,7.0,0.5,5,10.0,1601165.0,5.0,274.890740672995,
2016-01-17,3.0,-1.375,9,,1601171.0,1.0,41.7306726855902,
2016-01-17,3.0,-1.375,9,,1601172.0,2.0,416.27974422688,
2016-01-17,3.0,-1.375,9,,1601173.0,3.0,172.589343024335,
2016-01-17,3.0,-1.375,9,,1601174.0,4.0,83.3440894002096,
2016-01-17,3.0,-1.375,9,,1601175.0,5.0,299.770085809813,
2016-01-18,6.0,-1.75,6,10.0,1601181.0,1.0,113.848186314372,
2016-01-18,6.0,-1.75,6,10.0,1601182.0,2.0,196.76012234694,
2016-01-18,6.0,-1.75,6,10.0,1601183.0,3.0,75.7081265683294,
2016-01-18,6.0,-1.75,6,10.0,1601184.0,4.0,51.1624488640057,
2016-01-18,6.0,-1.75,6,10.0,1601185.0,5.0,176.375194730937,
2016-01-19,7.0,-2.5,10,73.0,1601191.0,1.0,99.3856405745354,
2016-01-19,7.0,-2.5,10,73.0,1601192.0,2.0,207.412383271762,
2016-01-19,7.0,-2.5,10,73.0,1601193.0,3.0,89.795126229029,
2016-01-19,7.0,-2.5,10,73.0,1601194.0,4.0,52.6766328715509,
2016-01-19,7.0,-2.5,10,73.0,1601195.0,5.0,193.826948933223,
2016-01-20,7.0,-1.625,8,28.0,1601201.0,1.0,79.1353473096275,
2016-01-20,7.0,-1.625,8,28.0,1601202.0,2.0,233.00854277551,
2016-01-20,7.0,-1.625,8,28.0,1601203.0,3.0,107.303400705441,
2016-01-20,7.0,-1.625,8,28.0,1601204.0,4.0,48.1736557040667,
2016-01-20,7.0,-1.625,8,28.0,1601205.0,5.0,200.826111442389,
2016-01-21,4.0,-4.875,5,20.0,1601211.0,1.0,108.595935694673,
2016-01-21,4.0,-4.875,5,20.0,1601212.0,2.0,222.627075082388,
2016-01-21,4.0,-4.875,5,20.0,1601213.0,3.0,101.506722935716,
2016-01-21,4.0,-4.875,5,20.0,1601214.0,4.0,58.5475256416195,
2016-01-21,4.0,-4.875,5,20.0,1601215.0,5.0,250.15344491956,
2016-01-22,1.0,-3.0,7,10.0,1601221.0,1.0,96.3055837260512,
2016-01-22,1.0,-3.0,7,10.0,1601222.0,2.0,246.118891098791,
2016-01-22,1.0,-3.0,7,10.0,1601223.0,3.0,65.7203857155031,
2016-01-22,1.0,-3.0,7,10.0,1601224.0,4.0,74.60100772742,
2016-01-22,1.0,-3.0,7,10.0,1601225.0,5.0,248.098227157249,
2016-01-23,6.0,3.125,6,49.0,1601231.0,1.0,96.7489428154796,
2016-01-23,6.0,3.125,6,49.0,1601232.0,2.0,273.076862089786,
2016-01-23,6.0,3.125,6,49.0,1601233.0,3.0,97.7792786852686,
2016-01-23,6.0,3.125,6,49.0,1601234.0,4.0,58.569762463738,
2016-01-23,6.0,3.125,6,49.0,1601235.0,5.0,229.906772887653,
2016-01-24,7.0,5.125,7,10.0,1601241.0,1.0,41.653137191445,
2016-01-24,7.0,5.125,7,10.0,1601242.0,2.0,387.324227337581,
2016-01-24,7.0,5.125,7,10.0,1601243.0,3.0,151.068199970058,
2016-01-24,7.0,5.125,7,10.0,1601244.0,4.0,149.789734439813,
2016-01-24,7.0,5.125,7,10.0,1601245.0,5.0,265.946910450504,
2016-01-25,8.0,9.0,9,45.0,1601251.0,1.0,101.660734532574,
2016-01-25,8.0,9.0,9,45.0,1601252.0,2.0,248.99728128206,
2016-01-25,8.0,9.0,9,45.0,1601253.0,3.0,80.5316812843894,
2016-01-25,8.0,9.0,9,45.0,1601254.0,4.0,79.3947024923584,
2016-01-25,8.0,9.0,9,45.0,1601255.0,5.0,205.155030201946,
2016-01-26,7.0,7.875,9,,1601261.0,1.0,93.194311458274,
2016-01-26,7.0,7.875,9,,1601262.0,2.0,221.127801890975,
2016-01-26,7.0,7.875,9,,1601263.0,3.0,56.1255091629798,
2016-01-26,7.0,7.875,9,,1601264.0,4.0,71.8353777343297,
2016-01-26,7.0,7.875,9,,1601265.0,5.0,232.766301830989,
2016-01-27,7.0,10.375,15,61.0,1601271.0,1.0,86.5509289158139,
2016-01-27,7.0,10.375,15,61.0,1601272.0,2.0,226.325022919998,
2016-01-27,7.0,10.375,15,61.0,1601273.0,3.0,104.49661880823,
2016-01-27,7.0,10.375,15,61.0,1601274.0,4.0,71.8386915353738,
2016-01-27,7.0,10.375,15,61.0,1601275.0,5.0,219.991170296682,
2016-01-28,5.0,6.75,16,21.0,1601281.0,1.0,124.556569599892,
2016-01-28,5.0,6.75,16,21.0,1601282.0,2.0,236.14096812416,
2016-01-28,5.0,6.75,16,21.0,1601283.0,3.0,69.5372348970724,
2016-01-28,5.0,6.75,16,21.0,1601284.0,4.0,37.4060506108956,
2016-01-28,5.0,6.75,16,21.0,1601285.0,5.0,244.408812315202,
2016-01-29,7.0,8.125,17,61.0,1601291.0,1.0,91.0082856635981,
2016-01-29,7.0,8.125,17,61.0,1601292.0,2.0,267.454875544475,
2016-01-29,7.0,8.125,17,61.0,1601293.0,3.0,77.2674236690111,
2016-01-29,7.0,8.125,17,61.0,1601294.0,4.0,74.5834935282299,
2016-01-29,7.0,8.125,17,61.0,1601295.0,5.0,195.574412527158,
2016-01-30,7.0,6.625,17,65.0,1601301.0,1.0,90.1685996751073,
2016-01-30,7.0,6.625,17,65.0,1601302.0,2.0,329.964997391404,
2016-01-30,7.0,6.625,17,65.0,1601303.0,3.0,101.154895981059,
2016-01-30,7.0,6.625,17,65.0,1601304.0,4.0,58.1344429883485,
2016-01-30,7.0,6.625,17,65.0,1601305.0,5.0,239.078662887727,
2016-01-31,6.0,4.125,13,61.0,1601311.0,1.0,52.0502097378234,
2016-01-31,6.0,4.125,13,61.0,1601312.0,2.0,382.123533692755,
2016-01-31,6.0,4.125,13,61.0,1601313.0,3.0,116.036789722019,
2016-01-31,6.0,4.125,13,61.0,1601314.0,4.0,132.950380868849,
2016-01-31,6.0,4.125,13,61.0,1601315.0,5.0,266.119925137902,
2016-02-01,7.0,7.875,21,61.0,1602011.0,1.0,100.874631975329,
2016-02-01,7.0,7.875,21,61.0,1602012.0,2.0,320.500473747742,
2016-02-01,7.0,7.875,21,61.0,1602013.0,3.0,79.6701465240555,
2016-02-01,7.0,7.875,21,61.0,1602014.0,4.0,93.6709633665612,
2016-02-01,7.0,7.875,21,61.0,1602015.0,5.0,241.753423222328,
2016-02-02,6.0,7.5,20,61.0,1602021.0,1.0,101.820989696245,
2016-02-02,6.0,7.5,20,61.0,1602022.0,2.0,334.195166966653,
2016-02-02,6.0,7.5,20,61.0,1602023.0,3.0,77.7235209476192,
2016-02-02,6.0,7.5,20,61.0,1602024.0,4.0,173.19490154443,
2016-02-02,6.0,7.5,20,61.0,1602025.0,5.0,248.516273860935,
2016-02-03,6.0,4.75,15,61.0,1602031.0,1.0,114.464238664044,
2016-02-03,6.0,4.75,15,61.0,1602032.0,2.0,295.824206669011,
2016-02-03,6.0,4.75,15,61.0,1602033.0,3.0,77.0896272256222,
2016-02-03,6.0,4.75,15,61.0,1602034.0,4.0,138.868927432964,
2016-02-03,6.0,4.75,15,61.0,1602035.0,5.0,325.507863771923,
2016-02-04,5.0,4.25,12,22.0,1602041.0,1.0,128.594824919993,
2016-02-04,5.0,4.25,12,22.0,1602042.0,2.0,341.286700292853,
2016-02-04,5.0,4.25,12,22.0,1602043.0,3.0,89.2085750628842,
2016-02-04,5.0,4.25,12,22.0,1602044.0,4.0,212.954763467956,
2016-02-04,5.0,4.25,12,22.0,1602045.0,5.0,328.07660342003,
2016-02-05,7.0,4.5,10,61.0,1602051.0,1.0,124.433139717936,
2016-02-05,7.0,4.5,10,61.0,1602052.0,2.0,287.795395648607,
2016-02-05,7.0,4.5,10,61.0,1602053.0,3.0,80.809542590926,
2016-02-05,7.0,4.5,10,61.0,1602054.0,4.0,169.87129717056,
2016-02-05,7.0,4.5,10,61.0,1602055.0,5.0,264.123167995632,
2016-02-06,7.0,9.375,11,21.0,1602061.0,1.0,121.619679418936,
2016-02-06,7.0,9.375,11,21.0,1602062.0,2.0,474.051333102261,
2016-02-06,7.0,9.375,11,21.0,1602063.0,3.0,106.75536822121,
2016-02-06,7.0,9.375,11,21.0,1602064.0,4.0,192.27769908181,
2016-02-06,7.0,9.375,11,21.0,1602065.0,5.0,288.583322605663,
2016-02-07,6.0,9.75,12,21.0,1602071.0,1.0,85.2218274039122,
2016-02-07,6.0,9.75,12,21.0,1602072.0,2.0,579.707767204789,
2016-02-07,6.0,9.75,12,21.0,1602073.0,3.0,140.818372036017,
2016-02-07,6.0,9.75,12,21.0,1602074.0,4.0,170.642257444849,
2016-02-07,6.0,9.75,12,21.0,1602075.0,5.0,352.95522789217,
2016-02-08,7.0,8.5,16,63.0,1602081.0,1.0,88.3772693920283,
